storeName,storeAddress,storeTel,storeHours
彰化三,"彰化縣彰化市三民路265,267號,彰化縣,彰化縣彰化市,500",(04)7275055,一~日9:30AM-10:30PM
彰南,"彰化縣彰化市彰南路一段417號1-2F,彰化縣,彰化縣彰化市,50053",(04)7371216,一~日10:00AM-10:00PM
後庄,"高雄市大寮區鳳屏ㄧ路281號1樓,高雄市,高雄市大寮區,83146",(07)7013519,一~日10:00AM-10:00PM
後龍,"苗栗縣後龍鎮中北街70-3、70-4號1-2F,苗栗縣,苗栗縣後龍鎮,356",(037)720990,一~日9:30AM-10:30PM
得勝,"新北市蘆洲區得勝街157號,新北市,新北市蘆洲區,247",(02)82821076,一~日8:30AM-11:00PM
得和,"新北市永和區得和路399號,新北市,新北市永和區,234",(02)32336792,一~日9:00AM-11:00PM
復中,"台中市南區台中路64號B1-2F,台中市,台中市南區,402  ",(04)22252631        ,一~日9:30AM-11:00PM
復北,"台北市中山區復興北路60號,台北市,台北市中山區,104",(02)87733068,"一~五8:00AM-12:00AM
六~日9:00AM-12:00AM"
復興,"台北市松山區南京東路三段259號,台北市,台北市松山區,105",(02)27175324,一~日12:00AM-12:00AM
復興南,"台北市松山區復興南路一段49號B1~1樓,台北市,台北市松山區,10556",(02)27519070,一~日10:00AM-11:00PM
復華,"台南市永康區復國一路317、319號1-5F,台南市,台南市永康區,710",(06)2026663,一~日9:30AM-11:00PM
微風站,"台北市中正區北平西路3號1樓,台北市,台北市中正區,10041",(02)23119271,一~日10:00AM-10:00PM
德明,"台北市內湖區內湖路一段279號1-2F,台北市,台北市內湖區,114  ",(02)26272503        ,一~日10:00AM-11:00PM
德民,"高雄市楠梓區德民路977號,高雄市,高雄市楠梓區, ",(07)3637718,一~日10:00AM-10:30PM
德行,"台北市士林區德行東路224號,台北市,台北市士林區,111",(02)28384697,一~日10:00AM-11:00PM
德行東,"台北市士林區德行東路110~112號,台北市,台北市士林區,11147",(02)88662151,一~日9:30AM-11:00PM
德行西,"台北市士林區德行西路78號1樓,台北市,台北市士林區,11158",(02)28312305,一~日10:00AM-10:30PM
德賢,"高雄市楠梓區德賢路193、195號1-2F,高雄市,高雄市楠梓區,811  ",(07)3610030         ,一~日9:00AM-10:45PM
忠五,"台北市信義區忠孝東路五段494號,台北市,台北市信義區,110",(02)27282651,一~日9:00AM-11:00PM
忠孝東,"台北市大安區忠孝東路四段339號,台北市,台北市大安區,10696",(02)27523211,一~日10:00AM-11:00PM
忠明,"台中市南區忠明南路797號,台中市,台中市南區,402",(04)22601806,一~日10:00AM-11:00PM
恆春,"屏東縣恆春鎮中正路75號1-2F,屏東縣,屏東縣恆春鎮,946",(08)8883275,一~日9:30AM-10:30PM
成功,"台南市東區長榮路二段171號,台南市,台南市東區,701",(06)2081715,一~日10:00AM-11:00PM
政大,"台北市文山區指南路二段123、125號,台北市,台北市文山區,116",(02)86617940,一~日10:00AM-11:00PM
文中,"新北市新店區文中路8號B1-3F,新北市,新北市新店區,231",(02)89145828,一~日9:30AM-11:00PM
文林,"台北市士林區文林路130號,台北市,台北市士林區,111",(02)28838569,一~日9:30AM-2:00AM
文橫,"高雄市前鎮區文橫三路190號1-3F,高雄市,高雄市前鎮區,802",(07)3384749,"一~五10:00AM-11:00PM
六~日9:30AM-11:00PM"
文華,"台中市西屯區西屯路二段269-50號1-2F,台中市,台中市西屯區,407  ",(04)27061235        ,一~日10:00AM-12:00AM
斗六,"雲林縣斗六市民生路156號,雲林縣,雲林縣斗六市,640",(05)5350923,一~日9:00AM-11:00PM
斗南,"雲林縣斗南鎮中山路70號1-3F,雲林縣,雲林縣斗南鎮,630",(05)5964400,一~日9:00AM-10:00PM
新化,"台南市新化區信義路213-1號,台南市,台南市新化區,712",(06)5900561,一~日8:30AM-10:30PM
新北門,"台南市東區北門路一段294號,台南市,台南市東區,701",(06)2293819,一~日9:30AM-11:00PM
新南京,"台北市中山區南京東路二段50號,台北市,台北市中山區,104  ",(02)25612417        ,一~日9:30AM-11:00PM
新古亭,"台北市中正區南昌路二段70號,台北市,台北市中正區,100",(02)23650210,一~日10:00AM-11:00PM
新台五,"新北市汐止區新台五路一段161號1-2F,新北市,新北市汐止區,221  ",(02)86919364        ,一~日10:00AM-11:00PM
新台茂,"桃園市蘆竹區南崁路一段112號5樓,桃園市,桃園市蘆竹區,33859",(03)2123119,"一~五11:00AM-10:00PM
六10:30AM-10:30PM"
新和,"新北市新莊區中和街2號,新北市,新北市新莊區,24242",(02)29981678,一~日9:00AM-10:30PM
新塗城,"台中市大里區成功路536號1-2樓,台中市,台中市大里區,41276",(04)24910690,一~日10:00AM-10:00PM
新大墩,"台中市南屯區大墩路556號,台中市,台中市南屯區,40861",(04)23285571,一~日10:00AM-11:00PM
新大有,"桃園市桃園區大有路511號,桃園市,桃園市桃園區,33052",,一~日10:00AM-11:00PM
新屋,"桃園市新屋區中山路235號,桃園市,桃園市新屋區,327  ",(03)4777255         ,一~日9:30AM-10:30PM
新崛江,"高雄市新興區文橫二路149-1、151、151-1,高雄市,高雄市新興區,80044",(07)2011682,"日~四11:00AM-10:30PM
五~六10:00AM-11:00PM"
新市,"台南市新市區仁愛街318、320號1-2F,台南市,台南市新市區,744  ",(06)5894050         ,一~日9:00AM-11:00PM
新平,"台中市太平區中山路三段121號,台中市,台中市太平區,411",(04)22774441,一~日10:00AM-10:30PM
新店,"新北市新店區中正路156號,新北市,新北市新店區,231",(02)29175110,一~日12:00AM-12:00AM
新新埔,"新竹縣新埔鎮中正路217號1樓,新竹縣,新竹縣新埔鎮,30545",(03)5881335,一~日9:00AM-10:00PM
新明,"桃園市中壢區新明路41號,桃園市,桃園市中壢區,32044",(03)2810961,一~日10:30AM-11:00PM
新智光,"新北市永和區中正路101號1樓,新北市,新北市永和區,23455",(02)29400835,一~日10:00AM-11:00PM
新月,"宜蘭縣宜蘭市民權路二段38巷6號,宜蘭縣,宜蘭縣宜蘭市,260",(03)9315867,"日~四11:00AM-10:00PM
五~六11:00AM-10:30PM"
新民,"新竹市東區民生路194號,新竹市,新竹市東區,300  ",(03)5317871         ,一~日9:30AM-11:00PM
新泰二,"新北市新莊區新泰路55號,新北市,新北市新莊區,242",(02)22056836,一~日10:00AM-11:00PM
新海,"新北市板橋區新海路150號,新北市,新北市板橋區,220",(02)22556826,一~日10:00AM-10:30PM
新營,"台南市新營區延平路2號,台南市,台南市新營區,730",(06)6350502,一~日9:00AM-10:30PM
新生,"台北市中正區新生南路一段104號,台北市,台北市中正區,100  ",(02)23577916        ,一~日10:00AM-11:00PM
新福,"新北市新莊區幸福路524號,新北市,新北市新莊區,242  ",(02)89918215        ,一~日10:00AM-11:30PM
新竹,"新竹市東區文昌街6號,新竹市,新竹市東區,300",(03)5224191,一~日10:00AM-11:00PM
新竹北,"新竹縣竹北市博愛街359號,新竹縣,新竹縣竹北市,30265",(03)6566715,一~日10:00AM-10:00PM
新苑裡,"苗栗縣苑裡鎮中山路123號,苗栗縣,苗栗縣苑裡鎮,33841",(037)853291,一~日9:00AM-10:30PM
新莊,"新北市新莊區新泰路132號,新北市,新北市新莊區,242",(02)22779854,一~日10:00AM-11:00PM
新豐,"新竹縣新豐鄉建興路一段19號1-2F,新竹縣,新竹縣新豐鄉,304",(03)5598408,一~日9:00AM-10:30PM
新阿蓮,"高雄市阿蓮區中山路73號,高雄市,高雄市阿蓮區,82243",(07)6316031,一~日9:00AM-10:00PM
新霧峰,"台中市霧峰區中正路841、843號1-2樓,台中市,台中市霧峰區,41341",(04)23398580,一~日9:00AM-10:00PM
新龍安,"桃園市桃園區龍安街140號,桃園市,桃園市桃園區,33057",(03)2171507,一~日10:00AM-10:00PM
旗山,"高雄市旗山區延平一路617號,高雄市,高雄市旗山區,842",(07)6626138,一~日9:30AM-10:30PM
旗津,"高雄市旗津區通山路18,20號1-2F,高雄市,高雄市旗津區,805",(07)5721661,"一~五10:00AM-10:30PM
六~日9:00AM-10:30PM"
日月潭,"南投縣魚池鄉中山路121號B1-3F,南投縣,南投縣魚池鄉,55548",(049)2855102,一~日11:00AM-10:00PM
旭光,"彰化縣彰化市旭光路255號,彰化縣,彰化縣彰化市,50094",(04)7262105,一~日10:00AM-10:30PM
昆陽,"台北市南港區忠孝東路六段440號,台北市,台北市南港區,115",(02)27863315,一~日8:00AM-11:00PM
昌平,"台中市北屯區昌平路一段157、159號1-3F,台中市,台中市北屯區,406",(04)22469731,一~日10:00AM-11:00PM
明哲,"高雄市三民區明哲路1號,高雄市,高雄市三民區,807",(07)3414000,一~日10:00AM-10:30PM
景安,"新北市中和區景平路353,355號,新北市,新北市中和區,23583",(02)82455907,一~日12:00AM-12:00AM
景美,"台北市文山區景文街56號,台北市,台北市文山區,116  ",(02)29304556        ,"日~四9:00AM-11:00PM
五~六9:00AM-11:30PM"
景美2,"台北市文山區景興路195號,台北市,台北市文山區,116  ",(02)86637926        ,一~日9:00AM-11:00PM
暖暖,"基隆市暖暖區暖暖街181號,基隆市,基隆市暖暖區,20544",(02)24580239,一~日9:00AM-11:00PM
木新,"台北市文山區木新路三段119,121號,台北市,台北市文山區,11658",(02)29381692,一~日10:00AM-11:00PM
木柵,"台北市文山區興隆路三段53號,台北市,台北市文山區,116",(02)29335422,一~日9:00AM-11:00PM
木柵3,"台北市文山區木柵路三段59、61號1-2F,台北市,台北市文山區,116",(02)29368635,一~日9:00AM-11:00PM
本淵,"台南市安南區安中路三段416、418號1-3F,台南市,台南市安南區,709  ",(06)2554988         ,一~日9:30AM-10:30PM
朴子,"嘉義縣朴子市八德路10號1-2F,嘉義縣,嘉義縣朴子市,613",(05)3708162,一~日9:00AM-10:30PM
東勢,"台中市東勢區豐勢路264號,台中市,台中市東勢區,423",(04)25874674,一~日9:00AM-10:30PM
東山,"台中市北屯區東山路一段250號,台中市,台中市北屯區,406",(04)24350201,一~日10:00AM-11:00PM
東海,"台中市龍井區新興路2、2-1號,台中市,台中市龍井區,434  ",(04)26317931        ,一~日10:00AM-12:00AM
東港,"屏東縣東港鎮中山路59號,屏東縣,屏東縣東港鎮,928",(08)8353746,一~日9:00AM-11:00PM
東湖,"台北市內湖區東湖路31號,台北市,台北市內湖區,114  ",(02)26313452        ,一~日8:30AM-12:00AM
東興,"台北市松山區南京東路5段301號1~3樓,台北市,台北市松山區,105",(02)27660301,一~日9:30AM-11:00PM
松二,"台北市信義區松山路564、566號,台北市,台北市信義區,110",(02)27270714,一~日9:00AM-11:00PM
松山,"台北市松山區八德路四段725號,台北市,台北市松山區,105",(02)27477253,一~日12:00AM-12:00AM
松江,"台北市中山區松江路287號,台北市,台北市中山區,104",(02)25030603,一~日12:00AM-12:00AM
板七,"新北市板橋區中正路222號,新北市,新北市板橋區,220",(02)29651995,一~日10:00AM-11:00PM
板中,"新北市板橋區中山路一段19號1-2F,新北市,新北市板橋區,220",(02)29588148,一~日10:00AM-11:00PM
板文,"新北市板橋區文化路一段411號,新北市,新北市板橋區,22047",(02)22500971,一~日9:00AM-10:30PM
板金,"新北市板橋區金門街286,288號,新北市,新北市板橋區,220  ",(02)26817002        ,一~日10:00AM-10:30PM
枋寮,"屏東縣枋寮鄉中山路156號,屏東縣,屏東縣枋寮鄉,940",(08)8783165,一~日9:30AM-10:30PM
林口,"新北市林口區中正路103號,新北市,新北市林口區,244  ",(02)26017289        ,一~日9:00AM-10:30PM
林口二,"新北市林口區文化二路一段152號,新北市,新北市林口區,24448",(02)26069635,一~日10:00AM-10:00PM
林口環,"桃園市龜山區復興一路8號1樓(環球購物中心),桃園市,桃園市龜山區,33375",(03)3181095,一~日11:00AM-9:30PM
林園,"高雄市林園區東林西路29號,高雄市,高雄市林園區,832  ",(07)6419896         ,一~日9:00AM-11:00PM
林森,"台北市中山區林森北路380號,台北市,台北市中山區,104  ",(02)25678964        ,一~日12:00AM-12:00AM
林森北,"台北市中山區林森北路131號1樓,台北市,台北市中山區,10454",(02)21001905,一~日11:00AM-1:00AM
校園,"台北市大安區新生南路三段112號1-3F,台北市,台北市大安區,106",(02)23642341,"一~四10:00AM-11:00PM
五~日10:00AM-11:30PM"
桃中,"桃園市桃園區中平路及中州街84號、84-1號及121號,桃園市,桃園市桃園區,33060",(03)2201361,一~日10:00AM-10:30PM
桃園,"桃園市桃園區中正路146、148號,桃園市,桃園市桃園區,330",(03)3392025,一~日9:00AM-10:30PM
桃購,"桃園市桃園區經國路369號B1,桃園市,桃園市桃園區,330",(03)3150262,一~日10:00AM-10:00PM
桃鶯,"桃園市八德區桃鶯路53號1-3F,桃園市,桃園市八德區,334",(03)3661961,一~日9:30AM-11:00PM
桃鶯2,"桃園市桃園區桃鶯路253、255號B1-1F,桃園市,桃園市桃園區,330",(03)3759118,一~日9:30AM-11:00PM
楊梅,"桃園市楊梅區大成路109號,桃園市,桃園市楊梅區,326",(03)4851554,一~日9:00AM-11:00PM
楠梓,"高雄市楠梓區建楠路156號,高雄市,高雄市楠梓區,811  ",(07)3524242         ,"一~四9:00AM-11:00PM
五~日9:30AM-11:00PM"
楠梓二,"高雄市楠梓區後昌路123號,高雄市,高雄市楠梓區,811",(07)3663279,一~日9:30AM-10:30PM
樂華,"新北市永和區永和路一段164、166號,新北市,新北市永和區,234",(02)86603208,一~日10:00AM-2:00AM
樹一,"新北市樹林區中山路一段35-1號,新北市,新北市樹林區,238",(02)26842442,一~日10:00AM-11:00PM
樹二,"新北市樹林區博愛一街9號,新北市,新北市樹林區,238",(02)26843712,一~日9:00AM-11:00PM
樹林,"新北市樹林區中山路一段35-1號,新北市,新北市樹林區,238",(02)26842442,一~日10:00AM-11:00PM
樹林3,"新北市樹林區中華路267號,新北市,新北市樹林區,23860",(02)86862920,一~日10:00AM-11:00PM
正義,"新北市三重區正義北路179號,新北市,新北市三重區,241",(02)89883488,一~日10:00AM-11:00PM
武廟,"高雄市苓雅區福德二路20之1號1-2F,高雄市,高雄市苓雅區,802  ",(07)7231224         ,一~日9:30AM-11:00PM
武昌,"台北市萬華區武昌街二段37、39號,台北市,台北市萬華區,108",(02)23889107,一~日12:00AM-12:00AM
武昌二,"台北市萬華區武昌街二段81、83號,台北市,台北市萬華區,10843",(02)23120967,一~日11:00AM-12:00AM
歸仁,"台南市歸仁區中山路一段579、581號,台南市,台南市歸仁區,711",(06)3304466,一~日9:30AM-10:30PM
民安,"新北市新莊區民安路188巷6號,新北市,新北市新莊區,242",(02)22063719,"日~四9:00AM-11:00PM
五~六9:00AM-12:00AM"
民安西,"新北市新莊區民安西路228,230號,新北市,新北市新莊區,24264",(02)22025028,一~日10:00AM-10:30PM
民捷,"台北市中山區民權西路64號,台北市,台北市中山區,104",(02)25236742,一~日8:00AM-11:00PM
民族,"新北市蘆洲區民族路59、61號1-2F,新北市,新北市蘆洲區,247",(02)22825326,一~日10:00AM-11:00PM
民權,"台北市松山區民權東路三段136號,台北市,台北市松山區,105",(02)27192207,"一~五9:30AM-11:00PM
六~日10:00AM-11:00PM"
民治,"新北市板橋區民治街123號1樓,新北市,新北市板橋區,22045",(02)22510923,一~日11:00AM-10:00PM
民環,"台北市松山區民生東路五段188號,台北市,台北市松山區,105",(02)27473649,一~日10:00AM-11:00PM
民生,"台北市松山區民生東路四段60號,台北市,台北市松山區,105",(02)27127194,"一~五9:00AM-11:00PM
六~日10:00AM-11:00PM"
民雄,"嘉義縣民雄鄉昇平路1-1號,嘉義縣,嘉義縣民雄鄉,621",(05)2061045,一~日9:00AM-10:30PM
水上,"嘉義縣水上鄉中興路388號1-3F,嘉義縣,嘉義縣水上鄉,608",(05)2680073,一~日9:00AM-10:00PM
水湳,"台中市北屯區中清路36-7、38號1-2F,台中市,台中市北屯區,406",(04)22958710,一~日9:30AM-11:00PM
水田,"新竹市北區水田街111號,新竹市,新竹市北區,300  ",(03)5317850         ,一~日10:00AM-11:00PM
水里,"南投縣水里鄉民生路433號,南投縣,南投縣水里鄉,553",(049)2775076,一~日9:00AM-10:00PM
永信,"台北市大安區永康街2號,台北市,台北市大安區,106  ",(02)33932318        ,一~日9:00AM-11:00PM
永吉,"台北市信義區忠孝東路五段165巷1號1樓,台北市,台北市信義區,11064",(02)27619306,一~日10:00AM-11:00PM
永和,"新北市永和區永和路二段209號,新北市,新北市永和區,234",(02)29290930,"日~四10:00AM-11:30PM
五~六10:00AM-12:00AM"
永安,"新北市永和區中和路515號,新北市,新北市永和區,234",(02)89210752,一~日12:00AM-12:00AM
永康,"台南市永康區中正路988號,台南市,台南市永康區,710",(06)2536822,一~日9:30AM-11:00PM
永康2,"台南市永康區中華路201號,台南市,台南市永康區,710",(06)3123945,一~日9:30AM-11:00PM
永福,"台中市西屯區永福路137號1-2F,台中市,台中市西屯區,407  ",(04)24612895        ,"一~四10:00AM-11:00PM
五~日10:00AM-12:00AM"
永華,"台南市安平區永華路二段815號,台南市,台南市安平區, ",(06)2970125,一~日10:00AM-10:30PM
汐止,"新北市汐止區中興路168號,新北市,新北市汐止區,221  ",(02)26932804        ,一~日10:00AM-12:00AM
汐止2,"新北市汐止區忠孝東路267、269號1-2F,新北市,新北市汐止區,221  ",(02)86464582        ,一~日9:30AM-11:00PM
汐福,"新北市汐止區福德一路89,91號,新北市,新北市汐止區, ",(02)26958512,一~日10:00AM-11:00PM
汐科,"新北市汐止區新台五路一段93號(iFG遠雄購物中心B1),新北市,新北市汐止區,21175",(02)86916235,"日~四9:00AM-9:30PM
五~六9:00AM-10:00PM"
沙田,"台中市沙鹿區中正街55、57號,台中市,台中市沙鹿區,433  ",(04)26632747        ,一~日9:00AM-10:30PM
沙鹿,"台中市沙鹿區中山路246號,台中市,台中市沙鹿區,433  ",(04)26629925        ,一~日9:30AM-10:30PM
河北,"高雄市三民區河北二路110號,高雄市,高雄市三民區,80749",(07)2889596,一~日10:00AM-10:00PM
河南,"台中市南屯區河南路四段502號,台中市,台中市南屯區,42053",(04)23825506,一~日10:00AM-10:30PM
泰仁,"新北市泰山區仁愛路83號,新北市,新北市泰山區,24348",(02)22963235,一~日10:00AM-10:00PM
泰山,"新北市泰山區明志路三段184號,新北市,新北市泰山區,243",(02)29049742,一~日10:00AM-11:00PM
泰林,"新北市泰山區泰林路二段185號,新北市,新北市泰山區,243",(02)85311170,一~日9:00AM-10:30PM
海佃,"台南市安南區海佃路一段162號1-3F,台南市,台南市安南區,709  ",(06)3587268         ,一~日9:00AM-11:00PM
海華,"桃園市中壢區慈惠三街156號B1-4F,桃園市,桃園市中壢區,320",(03)4272511,一~日9:30AM-11:00PM
淡三,"新北市淡水區中正路77、79號1-2F,新北市,新北市淡水區,251",(02)86315516,一~日10:00AM-11:00PM
淡明,"新北市淡水區公明街48號1樓,新北市,新北市淡水區,25173",(02)26205513,一~日10:30AM-10:30PM
淡水,"新北市淡水區英專路46號,新北市,新北市淡水區,251  ",(02)26237815        ,一~日9:00AM-11:30PM
淡江,"新北市淡水區北新路182巷5號,新北市,新北市淡水區,25141",(02)26268072,"一~五10:00AM-10:00PM
六~日10:00AM-11:00PM"
淡海,"新北市淡水區中山北路一段48號,新北市,新北市淡水區,251",(02)86313236,一~日10:00AM-11:00PM
深坑,"新北市深坑區北深路三段177號,新北市,新北市深坑區,222",(02)26644262,一~日10:00AM-11:00PM
深溪,"基隆市信義區深溪路192號,基隆市,基隆市信義區,201",(02)24665291,一~日10:00AM-11:00PM
清水,"台中市清水區中山路126-7、126-8號,台中市,台中市清水區,436  ",(04)26221918        ,一~日9:00AM-10:30PM
清華,"新竹市東區光復路二段338號,新竹市,新竹市東區,300  ",(03)5730715         ,一~日10:00AM-12:00AM
港墘,"台北市內湖區內湖路一段737巷37號,台北市,台北市內湖區,114",(02)87519149,一~日9:00AM-12:00AM
湖中,"新竹縣湖口鄉中華路108&110號,新竹縣,新竹縣湖口鄉,30353",(03)5985122,一~日10:00AM-10:00PM
湖口,"新竹縣湖口鄉中正路一段19號,新竹縣,新竹縣湖口鄉,303",(03)6992411,一~日9:00AM-11:00PM
溪尾,"新北市三重區溪尾街185、187號1樓,新北市,新北市三重區,24115",(02)29811275,一~日9:00AM-10:30PM
溪湖,"彰化縣溪湖鎮彰水路三段298號,彰化縣,彰化縣溪湖鎮,514",(04)8822413,一~日9:30AM-10:00PM
溪漧,"新北市蘆洲區三民路75、77號1-2F,新北市,新北市蘆洲區,247",(02)82867151,一~日9:00AM-11:00PM
漢口,"台中市北區漢口路三段184、186號1-4F,台中市,台中市北區,404  ",(04)22913199        ,一~日10:00AM-11:00PM
漢生,"新北市中和區中山路三段191、193、195號,新北市,新北市中和區,235",(02)22237955,一~日10:00AM-11:00PM
漢神,"高雄市苓雅區成功一路239-6號1-2樓,高雄市,高雄市苓雅區,80249",(07)2156728,"日~四11:00AM-10:30PM
五~六11:00AM-11:00PM"
潭子,"台中市潭子區勝利路213、215號1-3F,台中市,台中市潭子區,427",(04)25344902,一~日10:00AM-11:00PM
潮州,"屏東縣潮州鎮新生路54號,屏東縣,屏東縣潮州鎮,920",(08)7899175,一~日9:30AM-10:00PM
潮州2,"屏東縣潮州鎮延平路98、100號1-4F,屏東縣,屏東縣潮州鎮,920",(08)7898500,一~日9:30AM-10:00PM
澄和,"高雄市三民區澄和路129號B1-2F,高雄市,高雄市三民區,807  ",(07)3905728         ,一~日9:30AM-11:00PM
澎湖,"澎湖縣馬公市中正路26號1-5F,澎湖縣,澎湖縣馬公市,880  ",(06)9269942         ,一~日10:00AM-11:00PM
灣中,"高雄市三民區灣中街341號,高雄市,高雄市三民區,80783",(07)3801760,一~日10:00AM-10:00PM
烏日,"台中市烏日區興祥街46、48號1-2F,台中市,台中市烏日區,414  ",(04)23369167        ,一~日9:00AM-11:00PM
特易發,"台中市西屯區青海路二段207-18號B1,台中市,台中市西屯區,407  ",(04)24519125        ,"日~四10:30AM-10:30PM
五~六10:30AM-11:00PM"
玉里,"花蓮縣玉里鎮中山路一段209號1-4F,花蓮縣,花蓮縣玉里鎮,981  ",(03)8888462  ,一~日9:00AM-11:00PM
瑞北,"高雄市前鎮區瑞北路52號,高雄市,高雄市前鎮區,80646",(07)7521215,一~日10:00AM-10:00PM
瑞芳,"新北市瑞芳區明燈路三段62號,新北市,新北市瑞芳區,224  ",(02)24966192        ,一~日9:00AM-11:00PM
瑞豐,"高雄市鼓山區裕誠路1087、1087-1號1-2F,高雄市,高雄市鼓山區,804  ",(07)5552893         ,"日~四10:00AM-1:00AM
五~六10:00AM-2:00AM"
瑞隆,"高雄市前鎮區瑞隆路436號,高雄市,高雄市前鎮區,806  ",(07)7131906         ,一~日9:30AM-11:00PM
環東,"桃園市中壢區環中東路216號,桃園市,桃園市中壢區,32083",(03)4623305,一~日10:00AM-11:00PM
田中,"彰化縣田中鎮中州路一段190號,彰化縣,彰化縣田中鎮,520  ",(04)8745642         ,一~日9:00AM-10:30PM
白河,"台南市白河區中山路32-2號1-5F,台南市,台南市白河區,732",(06)6857258,一~日9:00AM-10:00PM
知行,"台北市北投區知行路222號1-2樓,台北市,台北市北投區,11260",(02)28581591,一~日10:00AM-11:00PM
石牌,"台北市北投區石牌路二段76號,台北市,台北市北投區,112",(02)28236841,一~日12:00AM-12:00AM
磺港,"台北市北投區磺港路8號,台北市,台北市北投區,112",(02)28978578,一~日8:00AM-11:00PM
礁溪,"宜蘭縣礁溪鎮德陽路12號,宜蘭縣,宜蘭縣礁溪鎮,262",(03)9870059,"一~四10:00AM-11:00PM
五~日10:00AM-12:00AM"
社頭,"彰化縣社頭鄉社斗路一段205號1-4F,彰化縣,彰化縣社頭鄉,511  ",(04)8727139         ,"一~四9:00AM-11:00PM
五~日9:30AM-11:00PM"
神農,"宜蘭縣宜蘭市神農路一段79號1-2樓,宜蘭縣,宜蘭縣宜蘭市,26047",(03)9313661,"日~四10:00AM-10:00PM
五~六10:00AM-11:00PM"
祟義,"台南市東區崇德路646號1-2F,台南市,台南市東區,701",(06)2689423,一~日10:00AM-11:00PM
福州,"桃園市中壢區福州一街250號、252號1樓,桃園市,桃園市中壢區,32059",(03)4352070,一~日10:00AM-10:30PM
福德,"台北市信義區福德街191號1-2F,台北市,台北市信義區,110  ",(02)27276826        ,一~日9:00AM-11:00PM
秀山,"新北市永和區民權路53號,新北市,新北市永和區,234",(02)89434370,一~日10:00AM-11:00PM
科技,"台北市大安區復興南路二段205號,台北市,台北市大安區,106",(02)27052963,一~日8:00AM-11:30PM
站前,"新竹市東區中正路5號,新竹市,新竹市東區,300",(03)5224135,一~日9:00AM-12:00AM
竹中,"新竹市北區中山路110號1-2樓,新竹市,新竹市北區,30046",(03)5280235,一~日10:00AM-10:00PM
竹光,"新竹市東區光復路一段180號,新竹市,新竹市東區,30074",(03)5781189,一~日10:00AM-11:00PM
竹勝,"新竹縣竹北市勝利二路38號,新竹縣,新竹縣竹北市,302",(03)6682396,一~日11:00AM-10:00PM
竹南,"苗栗縣竹南鎮博愛街73號,苗栗縣,苗栗縣竹南鎮,350",(037)475298,一~日9:30AM-11:00PM
竹圍,"新北市淡水區民族路10號,新北市,新北市淡水區,251",(02)28095602,一~日10:00AM-11:00PM
竹山,"南投縣竹山鎮集山路三段959、961號1-3F,南投縣,南投縣竹山鎮,557",(049)2653080,一~日9:00AM-10:00PM
竹東,"新竹縣竹東鎮東寧路三段103、105號,新竹縣,新竹縣竹東鎮,310",(03)5957063,一~日9:00AM-10:30PM
竹林,"新北市永和區竹林路231號,新北市,新北市永和區,234  ",(02)89261274        ,"日~四10:00AM-11:00PM
五~六10:00AM-11:30PM"
竹燦,"新竹縣竹北市三民路423、425號1-2F,新竹縣,新竹縣竹北市,302",(03)5528714,一~日10:00AM-10:30PM
竹科,"新竹市東區金山街21、23號,新竹市,新竹市東區,300",(03)5799150,一~日10:00AM-11:00PM
精武,"台中市東區精武東路105號,台中市,台中市東區,401",(04)22120275,一~日10:00AM-10:30PM
精誠,"台中市西區精誠路154號1-5F,台中市,台中市西區,403  ",(04)23102438        ,一~日10:00AM-11:00PM
統領,"台北市大安區忠孝東路四段209號,台北市,台北市大安區,106",(02)27788160,一~日12:00AM-12:00AM
縣府,"桃園市桃園區縣府路314、316號1-2F,桃園市,桃園市桃園區,330",(03)3344997,一~日9:00AM-11:00PM
縣政,"新竹縣竹北市光明六路89號1樓,新竹縣,新竹縣竹北市,30268",(03)5588858,一~日10:00AM-10:00PM
總公司,"台北市松山區八德路四段760號11樓,台北市,台北市松山區,10567",(02)27421234,
羅二,"台北市中正區羅斯福路四段58號,台北市,台北市中正區,100",(02)23696435,一~日10:00AM-11:30PM
羅東,"宜蘭縣羅東鎮興東路6號1樓,宜蘭縣,宜蘭縣羅東鎮,265  ",(03)9569820         ,一~日12:00AM-12:00AM
羅民,"宜蘭縣羅東鎮民生路30號,宜蘭縣,宜蘭縣羅東鎮,265  ",(03)9563978         ,"日~四9:00AM-11:00PM
五~六9:00AM-12:00AM"
羅站,"宜蘭縣羅東鎮公正路66號和66-1號1-2樓,宜蘭縣,宜蘭縣羅東鎮,30545",(03)9559920,"日~四9:00AM-10:00PM
五~六9:00AM-11:00PM"
美南,"台中市南區美村南路78、80號1-4F,台中市,台中市南區,402  ",(04)22651634        ,一~日9:30AM-11:00PM
美村,"台中市西區美村路一段686號,台中市,台中市西區,403",(04)23726190,一~日9:30AM-11:00PM
美村二,"台中市西區美村路一段22號,台中市,台中市西區,40351",(04)23230890,一~日10:00AM-11:00PM
美濃,"高雄市美濃區中正路一段42號,高雄市,高雄市美濃區,843",(07)6818515,一~日9:30AM-10:00PM
美琪,"花蓮縣花蓮市中正路388號1-2F,花蓮縣,花蓮縣花蓮市,970",(03)8355521,一~日9:00AM-11:00PM
義勇,"桃園市八德區義勇街140, 140-1號,桃園市,桃園市八德區,33442",(03)2180481,一~日10:00AM-10:30PM
